2024-12-21T14:31:44.445210600: 2.32 kW, 5.997 kW
2024-12-21T14:31:54.459191800: 2.33 kW, 6.081 kW
2024-12-21T14:32:14.474949: 2.339 kW, 6.097 kW
2024-12-21T14:32:24.481490600: 2.345 kW, 6.11 kW
2024-12-21T14:32:44.500586: 2.348 kW, 6.116 kW
2024-12-21T14:32:54.515469600: 2.382 kW, 6.122 kW
2024-12-21T14:33:14.538418: 2.429 kW, 6.112 kW
2024-12-21T14:33:24.539997200: 2.5 kW, 6.1 kW
2024-12-21T14:33:44.556401700: 2.592 kW, 6.092 kW
2024-12-21T14:33:54.562300100: 2.727 kW, 6.118 kW
2024-12-21T14:34:14.567933600: 2.899 kW, 6.169 kW
2024-12-21T14:34:24.581728500: 3.104 kW, 6.421 kW
2024-12-21T14:34:44.601026900: 3.341 kW, 6.683 kW
2024-12-21T14:35:04.618600600: 3.654 kW, 6.672 kW
2024-12-21T14:35:14.628393300: 4.028 kW, 6.629 kW
2024-12-21T14:35:34.645565700: 4.462 kW, 6.674 kW
2024-12-21T14:35:44.648587600: 4.89 kW, 6.642 kW
2024-12-21T14:36:04.668287100: 5.377 kW, 6.487 kW
2024-12-21T14:36:14.673865700: 5.713 kW, 6.668 kW
2024-12-21T14:36:34.687249800: 5.768 kW, 7.148 kW
2024-12-21T14:36:44.689915200: 5.538 kW, 7.429 kW
2024-12-21T14:37:04.698909200: 5.18 kW, 7.976 kW
2024-12-21T14:37:14.705665600: 4.672 kW, 8.14 kW
2024-12-21T14:37:34.730546400: 4.195 kW, 8.215 kW
2024-12-21T14:37:44.739203: 3.886 kW, 8.258 kW
2024-12-21T14:38:04.764595900: 3.683 kW, 8.435 kW
2024-12-21T14:38:14.773888500: 3.526 kW, 8.252 kW
2024-12-21T14:38:34.778329800: 3.377 kW, 8.593 kW
2024-12-21T14:38:44.786151500: 3.235 kW, 8.954 kW
2024-12-21T14:39:04.813216200: 3.075 kW, 9.082 kW
2024-12-21T14:39:14.823761400: 2.949 kW, 9.151 kW
2024-12-21T14:39:34.845960400: 2.846 kW, 9.209 kW
2024-12-21T14:39:44.857237: 2.763 kW, 9.233 kW
2024-12-21T14:40:04.879819100: 2.688 kW, 9.257 kW
2024-12-21T14:40:14.888317800: 2.628 kW, 9.243 kW
2024-12-21T14:40:34.904217900: 2.57 kW, 9.236 kW
2024-12-21T14:40:44.915805900: 2.517 kW, 9.21 kW
2024-12-21T14:41:04.932442200: 2.465 kW, 9.198 kW
2024-12-21T14:41:14.933665600: 2.413 kW, 8.935 kW
2024-12-21T14:41:34.944943200: 2.342 kW, 8.672 kW
2024-12-21T14:41:44.956318300: 2.303 kW, 8.382 kW
2024-12-21T14:42:04.961215300: 2.273 kW, 8.131 kW
2024-12-21T14:42:14.968022100: 2.248 kW, 7.876 kW
2024-12-21T14:42:34.992591500: 2.229 kW, 7.88 kW
2024-12-21T14:42:45.002490300: 2.24 kW, 8.315 kW
2024-12-21T14:43:05.023520900: 2.23 kW, 8.278 kW
2024-12-21T14:43:15.025020700: 2.224 kW, 8.175 kW
2024-12-21T14:43:35.030147200: 2.221 kW, 8.024 kW
2024-12-21T14:43:55.046178100: 2.221 kW, 7.829 kW
2024-12-21T14:44:05.051469700: 2.219 kW, 7.165 kW
2024-12-21T14:44:25.071070600: 2.213 kW, 7.461 kW
2024-12-21T14:44:35.077287100: 2.205 kW, 7.756 kW
2024-12-21T14:44:55.082678800: 2.195 kW, 8.073 kW
2024-12-21T14:45:05.093697200: 2.185 kW, 8.421 kW
2024-12-21T14:45:25.108193900: 2.179 kW, 8.816 kW
2024-12-21T14:45:35.120434300: 2.176 kW, 9.228 kW
2024-12-21T14:45:55.133206800: 2.177 kW, 9.203 kW
2024-12-21T14:46:05.142496: 2.182 kW, 9.202 kW
2024-12-21T14:46:25.151400200: 2.191 kW, 9.208 kW
2024-12-21T14:46:35.155822: 2.203 kW, 9.21 kW
2024-12-21T14:46:55.180295200: 2.217 kW, 8.731 kW
2024-12-21T14:47:05.188549: 2.233 kW, 9.202 kW
2024-12-21T14:47:25.196003700: 2.249 kW, 9.19 kW
2024-12-21T14:47:55.208340300: 2.271 kW, 9.189 kW
2024-12-21T14:48:05.210984100: 2.296 kW, 9.183 kW
2024-12-21T14:48:25.226379500: 2.322 kW, 9.185 kW
2024-12-21T14:48:35.237095900: 2.352 kW, 8.711 kW
2024-12-21T14:48:55.251762700: 2.385 kW, 8.241 kW
2024-12-21T14:49:05.257041800: 2.415 kW, 8.238 kW
2024-12-21T14:49:25.265422200: 2.445 kW, 8.075 kW
2024-12-21T14:49:35.268527700: 2.478 kW, 8.084 kW
2024-12-21T14:49:55.280060500: 2.513 kW, 8.092 kW
2024-12-21T14:50:05.290598200: 2.55 kW, 8.577 kW
2024-12-21T14:50:25.294341100: 2.589 kW, 8.583 kW
2024-12-21T14:50:35.295046: 2.633 kW, 8.752 kW
2024-12-21T14:50:55.320289500: 2.682 kW, 8.741 kW
2024-12-21T14:51:05.329855800: 2.737 kW, 8.735 kW
2024-12-21T14:51:25.347987: 2.798 kW, 9.197 kW
2024-12-21T14:51:35.355760800: 2.867 kW, 9.19 kW
2024-12-21T14:51:55.375192300: 2.956 kW, 9.189 kW
2024-12-21T14:52:05.379746800: 3.058 kW, 9.186 kW
2024-12-21T14:52:25.385616900: 3.147 kW, 9.184 kW
2024-12-21T14:52:35.398374200: 3.198 kW, 8.759 kW
2024-12-21T14:52:55.402689600: 3.306 kW, 8.208 kW
2024-12-21T14:53:05.410802300: 3.442 kW, 8.289 kW
2024-12-21T14:53:25.419743300: 3.681 kW, 8.321 kW
2024-12-21T14:53:45.436023400: 3.952 kW, 8.043 kW
2024-12-21T14:53:55.451142500: 4.208 kW, 8.18 kW
2024-12-21T14:54:15.464834300: 4.336 kW, 8.488 kW
2024-12-21T14:54:25.477380900: 4.366 kW, 8.005 kW
2024-12-21T14:54:45.504008800: 4.251 kW, 7.557 kW
2024-12-21T14:54:55.515243500: 4.1 kW, 7.41 kW
2024-12-21T14:55:15.530584300: 4.012 kW, 7.266 kW
2024-12-21T14:55:25.542114300: 4.023 kW, 7.523 kW
2024-12-21T14:55:45.569367700: 4.058 kW, 7.995 kW
2024-12-21T14:55:55.581489: 4.143 kW, 7.954 kW
2024-12-21T14:56:15.603772: 4.334 kW, 8.336 kW
2024-12-21T14:56:25.612183300: 4.652 kW, 7.729 kW
2024-12-21T14:56:45.618986200: 5.164 kW, 7.036 kW
2024-12-21T14:56:55.630039700: 6.045 kW, 5.668 kW
2024-12-21T14:57:15.637891100: 7.005 kW, 5.549 kW
2024-12-21T14:57:25.645781600: 7.923 kW, 4.588 kW
2024-12-21T14:57:45.672932200: 8.711 kW, 4.68 kW
2024-12-21T14:57:55.676691600: 9.168 kW, 4.522 kW
2024-12-21T14:58:15.695822900: 9.124 kW, 5.768 kW
2024-12-21T14:58:25.697290600: 8.615 kW, 5.905 kW
2024-12-21T14:58:45.709762400: 7.752 kW, 6.948 kW
2024-12-21T14:58:55.724987200: 6.909 kW, 6.701 kW
2024-12-21T14:59:15.737601100: 6.263 kW, 6.877 kW
2024-12-21T14:59:25.741753400: 5.73 kW, 6.004 kW
2024-12-21T14:59:45.745400300: 5.675 kW, 5.915 kW
2024-12-21T14:59:55.747490600: 5.849 kW, 4.883 kW
2024-12-21T15:00:15.756955500: 5.499 kW, 5.547 kW
2024-12-21T15:00:25.760207600: 4.988 kW, 5.245 kW
2024-12-21T15:00:45.776192700: 4.728 kW, 5.438 kW
2024-12-21T15:00:55.788833400: 4.796 kW, 4.455 kW
2024-12-21T15:01:15.815390700: 5.12 kW, 4.903 kW
2024-12-21T15:01:25.825141700: 6.004 kW, 3.76 kW
2024-12-21T15:01:45.842974: 6.992 kW, 4.013 kW
2024-12-21T15:02:05.846196900: 7.765 kW, 4.028 kW
2024-12-21T15:02:15.860157400: 8.082 kW, 4.827 kW
2024-12-21T15:02:35.874621400: 8.211 kW, 4.66 kW
2024-12-21T15:02:45.880277800: 8.27 kW, 4.735 kW
2024-12-21T15:03:05.902060500: 8.274 kW, 4.251 kW
2024-12-21T15:03:15.916725100: 8.262 kW, 4.329 kW
2024-12-21T15:03:35.932235900: 8.153 kW, 4.034 kW
2024-12-21T15:03:45.942636500: 8.115 kW, 3.976 kW
2024-12-21T15:04:05.954460500: 8.053 kW, 4.42 kW
2024-12-21T15:04:15.955923200: 7.995 kW, 4.916 kW
2024-12-21T15:04:35.968963100: 7.955 kW, 4.353 kW
2024-12-21T15:04:45.972529900: 8.014 kW, 5.429 kW
2024-12-21T15:05:05.987509400: 7.996 kW, 5.515 kW
2024-12-21T15:05:15.998053400: 7.988 kW, 6.267 kW
2024-12-21T15:05:36.013693700: 7.969 kW, 6.78 kW
2024-12-21T15:05:46.017204700: 7.939 kW, 8.049 kW
2024-12-21T15:06:06.040270900: 7.892 kW, 7.317 kW
2024-12-21T15:06:16.051214900: 7.838 kW, 8.087 kW
2024-12-21T15:06:36.068529900: 7.783 kW, 7.352 kW
2024-12-21T15:06:46.083533200: 7.731 kW, 7.618 kW
2024-12-21T15:07:06.109123100: 7.693 kW, 6.868 kW
2024-12-21T15:07:16.113533400: 7.671 kW, 7.607 kW
2024-12-21T15:07:36.124668800: 7.655 kW, 6.86 kW
2024-12-21T15:07:46.128577500: 7.641 kW, 7.607 kW
2024-12-21T15:08:06.138624500: 7.63 kW, 6.872 kW
2024-12-21T15:08:16.143588600: 7.611 kW, 7.625 kW
2024-12-21T15:08:36.164380: 7.581 kW, 6.888 kW
2024-12-21T15:08:46.165949600: 7.548 kW, 7.637 kW
2024-12-21T15:09:06.168787800: 7.513 kW, 6.899 kW
2024-12-21T15:09:16.182019500: 7.486 kW, 7.631 kW
2024-12-21T15:09:36.207202600: 7.452 kW, 6.895 kW
2024-12-21T15:09:56.227082700: 7.42 kW, 8.117 kW
2024-12-21T15:10:06.228926900: 7.404 kW, 7.349 kW
2024-12-21T15:10:26.231237400: 7.398 kW, 8.055 kW
2024-12-21T15:10:36.237402900: 7.387 kW, 7.3 kW
2024-12-21T15:10:56.255721600: 7.358 kW, 8.058 kW
2024-12-21T15:11:06.270107: 7.322 kW, 6.83 kW
2024-12-21T15:11:26.287005900: 7.285 kW, 7.788 kW
2024-12-21T15:11:36.299943: 7.247 kW, 7.422 kW
2024-12-21T15:11:56.316574700: 7.192 kW, 8.291 kW
2024-12-21T15:12:06.319235800: 7.135 kW, 8.165 kW
2024-12-21T15:12:26.332580900: 7.076 kW, 9.24 kW
2024-12-21T15:12:36.336917200: 6.986 kW, 8.888 kW
2024-12-21T15:12:56.364359300: 6.871 kW, 9.606 kW
2024-12-21T15:13:06.371274400: 6.76 kW, 9.101 kW
2024-12-21T15:13:26.375827200: 6.685 kW, 9.236 kW
2024-12-21T15:13:36.380093100: 6.523 kW, 8.816 kW
2024-12-21T15:13:56.401072900: 6.39 kW, 8.671 kW
2024-12-21T15:14:06.413894200: 6.294 kW, 8.486 kW
2024-12-21T15:14:26.431348400: 6.226 kW, 8.685 kW
2024-12-21T15:14:36.443470800: 5.999 kW, 9.087 kW
2024-12-21T15:14:56.450490400: 5.895 kW, 8.72 kW
2024-12-21T15:15:06.465647300: 5.762 kW, 9.337 kW
2024-12-21T15:15:26.478490700: 5.716 kW, 8.914 kW
2024-12-21T15:15:36.482270200: 5.632 kW, 9.186 kW
2024-12-21T15:15:56.499656600: 5.637 kW, 8.632 kW
2024-12-21T15:16:06.508474700: 5.713 kW, 9.1 kW
2024-12-21T15:16:26.532122600: 5.845 kW, 8.549 kW
2024-12-21T15:16:36.547790200: 5.823 kW, 8.697 kW
2024-12-21T15:16:56.562272300: 5.716 kW, 8.276 kW
2024-12-21T15:17:16.581426300: 5.737 kW, 8.568 kW
2024-12-21T15:17:26.592774500: 5.473 kW, 8.026 kW
2024-12-21T15:17:56.607454800: 5.124 kW, 7.859 kW
2024-12-21T15:18:06.618707700: 4.743 kW, 8.132 kW
2024-12-21T15:18:26.637838: 4.511 kW, 8.278 kW
2024-12-21T15:18:36.645587: 4.265 kW, 7.638 kW
2024-12-21T15:18:56.659285600: 4.291 kW, 8.017 kW
2024-12-21T15:19:06.672841: 4.359 kW, 8.278 kW
2024-12-21T15:19:26.691745100: 4.593 kW, 7.297 kW
2024-12-21T15:19:36.702468600: 5.085 kW, 7.494 kW
2024-12-21T15:19:56.713562600: 5.556 kW, 8.066 kW
2024-12-21T15:20:06.728584200: 5.849 kW, 7.992 kW
2024-12-21T15:20:26.736657: 6.029 kW, 7.703 kW
2024-12-21T15:20:36.742586600: 6.026 kW, 8.573 kW
2024-12-21T15:20:56.753280900: 5.631 kW, 7.863 kW
2024-12-21T15:21:06.765534: 5.124 kW, 7.521 kW
2024-12-21T15:21:26.773121200: 4.759 kW, 7.141 kW
2024-12-21T15:21:36.774759: 4.623 kW, 7.315 kW
2024-12-21T15:21:56.789479900: 4.542 kW, 6.502 kW
2024-12-21T15:22:16.799239600: 4.582 kW, 6.864 kW
2024-12-21T15:22:26.808815100: 4.8 kW, 6.502 kW
2024-12-21T15:22:46.826393600: 5 kW, 6.297 kW
2024-12-21T15:22:56.841660500: 4.964 kW, 5.791 kW
2024-12-21T15:23:16.866614300: 4.871 kW, 5.647 kW
2024-12-21T15:23:26.874483100: 4.76 kW, 4.924 kW
2024-12-21T15:23:46.881602400: 4.378 kW, 4.615 kW
2024-12-21T15:23:56.890583800: 3.853 kW, 5.424 kW
2024-12-21T15:24:16.902336100: 3.432 kW, 5.139 kW
2024-12-21T15:24:26.904056900: 3.124 kW, 5.476 kW
2024-12-21T15:24:46.916764200: 2.798 kW, 5.487 kW
2024-12-21T15:24:56.921378800: 2.621 kW, 5.834 kW
2024-12-21T15:25:16.937487100: 2.587 kW, 4.737 kW
2024-12-21T15:25:26.945748100: 2.548 kW, 5.206 kW
2024-12-21T15:25:46.965425500: 2.495 kW, 4.726 kW
2024-12-21T15:25:56.976984400: 2.398 kW, 5.252 kW
2024-12-21T15:26:16.997373400: 2.266 kW, 4.3 kW
2024-12-21T15:26:27.008843100: 2.066 kW, 4.357 kW
2024-12-21T15:26:47.025669: 1.882 kW, 3.853 kW
2024-12-21T15:26:57.032378100: 1.681 kW, 3.854 kW
2024-12-21T15:27:17.054420900: 1.529 kW, 3.034 kW
2024-12-21T15:27:27.065713700: 1.43 kW, 2.981 kW
2024-12-21T15:27:47.084919: 1.373 kW, 2.473 kW
2024-12-21T15:27:57.091089500: 1.333 kW, 2.464 kW
2024-12-21T15:28:17.104997700: 1.305 kW, 2.416 kW
2024-12-21T15:28:27.108050: 1.286 kW, 2.84 kW
2024-12-21T15:28:47.122411: 1.272 kW, 2.839 kW
2024-12-21T15:28:57.124968100: 1.262 kW, 3.303 kW
2024-12-21T15:29:17.141693600: 1.256 kW, 2.821 kW
2024-12-21T15:29:37.158457900: 1.252 kW, 2.866 kW
2024-12-21T15:29:47.170767600: 1.249 kW, 2.661 kW
2024-12-21T15:30:07.190954700: 1.25 kW, 3.152 kW
2024-12-21T15:30:17.195493: 1.251 kW, 3.039 kW
2024-12-21T15:30:37.213303400: 1.255 kW, 3.879 kW
2024-12-21T15:30:47.226451400: 1.26 kW, 3.588 kW
2024-12-21T15:31:07.230990400: 1.267 kW, 3.743 kW
2024-12-21T15:31:17.238184700: 1.274 kW, 3.363 kW
2024-12-21T15:31:37.260183100: 1.281 kW, 3.583 kW
2024-12-21T15:31:47.264760600: 1.289 kW, 2.846 kW
2024-12-21T15:32:07.277660300: 1.296 kW, 2.749 kW
2024-12-21T15:32:17.281806700: 1.301 kW, 2.262 kW
2024-12-21T15:32:37.301588400: 1.305 kW, 2.256 kW
2024-12-21T15:32:47.316776: 1.311 kW, 2.255 kW
2024-12-21T15:33:07.332272600: 1.335 kW, 2.26 kW
2024-12-21T15:33:17.340034300: 1.373 kW, 1.907 kW
2024-12-21T15:33:37.345205300: 1.419 kW, 2.384 kW
2024-12-21T15:33:47.358542900: 1.478 kW, 2.03 kW
2024-12-21T15:34:07.369366400: 1.55 kW, 2.483 kW
2024-12-21T15:34:17.375384200: 1.624 kW, 2.123 kW
2024-12-21T15:34:37.396999500: 1.687 kW, 2.955 kW
2024-12-21T15:34:47.404633400: 1.747 kW, 2.472 kW
2024-12-21T15:35:07.419662800: 1.811 kW, 2.932 kW
2024-12-21T15:35:17.427769500: 1.868 kW, 1.981 kW
2024-12-21T15:35:37.442742700: 1.903 kW, 2.457 kW
2024-12-21T15:35:47.450083300: 1.946 kW, 1.964 kW
2024-12-21T15:36:07.461861200: 2.022 kW, 2.053 kW
2024-12-21T15:36:17.472806: 2.078 kW, 1.949 kW
2024-12-21T15:36:37.487580900: 2.161 kW, 2.078 kW
2024-12-21T15:36:47.492420100: 2.564 kW, 1.625 kW
2024-12-21T15:37:07.518365100: 3.256 kW, 1.837 kW
2024-12-21T15:37:17.525847200: 3.988 kW, 1.822 kW
2024-12-21T15:37:37.545362700: 4.698 kW, 2.281 kW
2024-12-21T15:37:57.562698500: 5.354 kW, 2.398 kW
2024-12-21T15:38:07.570125500: 5.686 kW, 3.731 kW
2024-12-21T15:38:27.588948600: 5.713 kW, 4.024 kW
2024-12-21T15:38:37.594238400: 5.636 kW, 4.986 kW
2024-12-21T15:38:57.611497100: 5.601 kW, 4.683 kW
2024-12-21T15:39:07.626577: 5.577 kW, 5.492 kW
2024-12-21T15:39:27.632012100: 5.54 kW, 4.677 kW
2024-12-21T15:39:37.646308300: 5.507 kW, 5.217 kW
2024-12-21T15:39:57.658851400: 5.481 kW, 4.863 kW
2024-12-21T15:40:07.668007900: 5.436 kW, 5.734 kW
2024-12-21T15:40:27.686072300: 5.383 kW, 4.867 kW
2024-12-21T15:40:37.688822: 5.331 kW, 5.709 kW
2024-12-21T15:40:57.710594400: 5.272 kW, 4.857 kW
2024-12-21T15:41:07.719506400: 5.215 kW, 5.198 kW
2024-12-21T15:41:27.735492800: 5.147 kW, 4.362 kW
2024-12-21T15:41:37.737195100: 5.079 kW, 5.203 kW
2024-12-21T15:41:57.758834600: 5.019 kW, 3.845 kW
2024-12-21T15:42:07.769627200: 4.954 kW, 3.83 kW
2024-12-21T15:42:27.785283200: 4.904 kW, 2.491 kW
2024-12-21T15:42:37.790621100: 4.856 kW, 1.998 kW
2024-12-21T15:42:57.797542: 4.819 kW, 648 W
2024-12-21T15:43:07.806630100: 4.771 kW, 634.2 W
2024-12-21T15:43:27.821015900: 4.737 kW, 131.8 W
2024-12-21T15:43:37.834093500: 4.693 kW, 129.4 W
2024-12-21T15:43:57.848599200: 4.656 kW, 90 W
2024-12-21T15:44:07.857263900: 4.605 kW, 99.6 W
2024-12-21T15:44:27.862904600: 4.577 kW, 115.4 W
2024-12-21T15:44:37.877633600: 4.559 kW, 118 W
2024-12-21T15:44:57.903558700: 4.543 kW, 133.2 W
2024-12-21T15:45:07.907947900: 4.533 kW, 165.2 W
2024-12-21T15:45:27.922555600: 4.533 kW, 534.8 W
2024-12-21T15:45:37.938167600: 4.527 kW, 568.8 W
2024-12-21T15:45:57.968004600: 4.51 kW, 614.4 W
2024-12-21T15:46:17.983079700: 4.497 kW, 645.8 W
2024-12-21T15:46:27.990080: 4.479 kW, 659.2 W
2024-12-21T15:46:48.013320200: 4.465 kW, 326 W
2024-12-21T15:46:58.020408300: 4.447 kW, 329.4 W
2024-12-21T15:47:18.031568900: 4.422 kW, 322.2 W
2024-12-21T15:47:38.047674900: 4.414 kW, 303.4 W
2024-12-21T15:47:58.052888400: 4.385 kW, 314.4 W
2024-12-21T15:48:18.066026300: 4.352 kW, 799.2 W
2024-12-21T15:48:28.067165200: 4.322 kW, 795.4 W
2024-12-21T15:48:48.079261700: 4.287 kW, 829.6 W
2024-12-21T15:48:58.080501700: 4.218 kW, 846.8 W
2024-12-21T15:49:18.106826: 4.17 kW, 825.8 W
2024-12-21T15:49:28.113297: 4.122 kW, 343 W
2024-12-21T15:49:48.129129200: 4.072 kW, 840 W
2024-12-21T15:49:58.139194100: 4.027 kW, 821.6 W
2024-12-21T15:50:18.155838200: 4.015 kW, 793.6 W
2024-12-21T15:50:28.162364300: 4.004 kW, 817 W
2024-12-21T15:50:48.179674900: 4.004 kW, 817.6 W
2024-12-21T15:50:58.194873400: 4.015 kW, 318 W
2024-12-21T15:51:18.203253700: 4.036 kW, 315.6 W
2024-12-21T15:51:28.214511900: 4.044 kW, 340.2 W
2024-12-21T15:51:48.230228100: 4.046 kW, 336.4 W
2024-12-21T15:51:58.242253400: 4.03 kW, 345.6 W
2024-12-21T15:52:18.252632100: 4.004 kW, 358.6 W
2024-12-21T15:52:28.262621800: 3.979 kW, 345.4 W
2024-12-21T15:52:48.275772100: 3.946 kW, 342.6 W
2024-12-21T15:52:58.286358100: 3.912 kW, 400.6 W
2024-12-21T15:53:18.305124600: 3.891 kW, 433.8 W
2024-12-21T15:53:28.305973600: 3.872 kW, 596.2 W
2024-12-21T15:53:48.325672100: 3.844 kW, 1.033 kW
2024-12-21T15:53:58.332711: 3.807 kW, 1.933 kW
2024-12-21T15:54:18.353086900: 3.781 kW, 2.267 kW
2024-12-21T15:54:28.357077500: 3.746 kW, 2.625 kW
2024-12-21T15:54:48.382342700: 3.703 kW, 2.854 kW
2024-12-21T15:54:58.392421600: 3.661 kW, 2.824 kW
2024-12-21T15:55:18.406166900: 3.632 kW, 2.308 kW
2024-12-21T15:55:28.414355500: 3.596 kW, 2.658 kW
2024-12-21T15:55:48.428298800: 3.56 kW, 2.663 kW
2024-12-21T15:56:08.440463900: 3.519 kW, 2.309 kW
2024-12-21T15:56:18.455035600: 3.453 kW, 1.958 kW
2024-12-21T15:56:38.469635700: 3.369 kW, 1.621 kW
2024-12-21T15:56:48.480846100: 3.286 kW, 904.6 W
2024-12-21T15:57:08.506729900: 3.209 kW, 522.2 W
2024-12-21T15:57:18.518771900: 3.15 kW, 503.6 W
2024-12-21T15:57:38.538363900: 3.129 kW, 475.4 W
2024-12-21T15:57:48.539560900: 3.131 kW, 450.2 W
2024-12-21T15:58:08.552581: 3.134 kW, 462.8 W
2024-12-21T15:58:18.567069700: 3.127 kW, 957.6 W
2024-12-21T15:58:38.580663300: 3.126 kW, 942.6 W
2024-12-21T15:58:48.585179700: 3.156 kW, 922.6 W
2024-12-21T15:59:08.610255500: 3.175 kW, 934.4 W
2024-12-21T15:59:18.621189700: 3.167 kW, 967.2 W
2024-12-21T15:59:38.637410100: 3.136 kW, 517.6 W
2024-12-21T15:59:48.637842400: 3.073 kW, 1.042 kW
2024-12-21T16:00:08.653048700: 2.93 kW, 1.13 kW
2024-12-21T16:00:18.661218100: 2.783 kW, 1.153 kW
2024-12-21T16:00:38.684157200: 2.608 kW, 1.197 kW
2024-12-21T16:00:48.692966700: 2.368 kW, 1.28 kW
2024-12-21T16:01:08.707320900: 2.084 kW, 875.2 W
2024-12-21T16:01:18.708103600: 1.798 kW, 905 W
2024-12-21T16:01:38.719508: 1.511 kW, 1.158 kW
2024-12-21T16:01:48.724484200: 1.312 kW, 1.328 kW
2024-12-21T16:02:08.743647200: 1.213 kW, 1.463 kW
2024-12-21T16:02:18.755070800: 1.181 kW, 1.622 kW
2024-12-21T16:02:38.775866400: 1.193 kW, 1.797 kW
2024-12-21T16:02:48.790568800: 1.207 kW, 1.645 kW
2024-12-21T16:03:08.801155300: 1.155 kW, 1.441 kW
2024-12-21T16:03:18.811460700: 1.068 kW, 1.271 kW
2024-12-21T16:03:38.836584600: 977.8 W, 1.072 kW
2024-12-21T16:03:48.848079300: 892.4 W, 861.8 W
2024-12-21T16:04:08.863423400: 819.2 W, 1.257 kW
2024-12-21T16:04:18.865437400: 769.4 W, 1.266 kW
2024-12-21T16:04:38.879940300: 748 W, 1.241 kW
2024-12-21T16:04:58.892560700: 727.2 W, 1.243 kW
2024-12-21T16:05:08.901738800: 699.6 W, 1.25 kW
2024-12-21T16:05:28.923335700: 675.6 W, 997.4 W
2024-12-21T16:05:38.936190900: 665.6 W, 1.206 kW
2024-12-21T16:05:58.952930100: 699.8 W, 1.16 kW
2024-12-21T16:06:08.957966500: 737.2 W, 1.115 kW
2024-12-21T16:06:28.976135400: 776.6 W, 1.098 kW
2024-12-21T16:06:38.981898500: 794.2 W, 881.6 W
2024-12-21T16:06:58.996641200: 795.4 W, 656.2 W
2024-12-21T16:07:09.003684700: 752.8 W, 674.4 W
2024-12-21T16:07:29.027935300: 707.8 W, 699.4 W
2024-12-21T16:07:39.038378600: 659 W, 703.2 W
2024-12-21T16:07:59.060353600: 627 W, 690.6 W
2024-12-21T16:08:09.074269800: 605.8 W, 689.6 W
2024-12-21T16:08:29.088638200: 588.4 W, 712.6 W
2024-12-21T16:08:39.090660800: 571.2 W, 726.4 W
2024-12-21T16:08:59.097223500: 556 W, 735 W
2024-12-21T16:09:09.104724800: 543.6 W, 744.6 W
2024-12-21T16:09:29.119873500: 535 W, 717.4 W
2024-12-21T16:09:39.124040800: 527.6 W, 1.146 kW
2024-12-21T16:09:59.133375600: 520.8 W, 1.11 kW
2024-12-21T16:10:09.137036200: 513.6 W, 1.073 kW
2024-12-21T16:10:29.147156500: 505.4 W, 1.031 kW
2024-12-21T16:10:39.153454600: 497.4 W, 1.027 kW
2024-12-21T16:10:59.162086400: 488.8 W, 554.4 W
2024-12-21T16:11:09.166137300: 480.2 W, 551 W
2024-12-21T16:11:29.174770400: 472 W, 538.8 W
2024-12-21T16:11:39.184026900: 464.2 W, 526.8 W
2024-12-21T16:11:59.201621: 456.2 W, 533.8 W
2024-12-21T16:12:09.211400800: 449.4 W, 541.8 W
2024-12-21T16:12:29.232262900: 442.8 W, 1.03 kW
2024-12-21T16:12:39.245209500: 436.2 W, 1.051 kW
2024-12-21T16:12:59.262226600: 429.4 W, 1.074 kW
2024-12-21T16:13:19.274270200: 423 W, 1.076 kW
2024-12-21T16:13:29.288529: 415.8 W, 1.081 kW
2024-12-21T16:13:49.306885100: 408.2 W, 603.4 W
2024-12-21T16:13:59.309348200: 400.2 W, 1.085 kW
2024-12-21T16:14:19.329920800: 391.6 W, 1.092 kW
2024-12-21T16:14:29.335271800: 382.2 W, 1.092 kW
2024-12-21T16:14:49.343425900: 372.4 W, 1.087 kW
2024-12-21T16:14:59.345331500: 362.8 W, 1.084 kW
2024-12-21T16:15:19.353548: 352.8 W, 603.4 W
2024-12-21T16:15:29.363629500: 342.8 W, 1.09 kW
2024-12-21T16:15:49.372611900: 333.4 W, 1.837 kW
2024-12-21T16:15:59.376894500: 324 W, 2.582 kW
2024-12-21T16:16:19.387947600: 314.4 W, 3.325 kW
2024-12-21T16:16:29.395851700: 305 W, 4.07 kW
2024-12-21T16:16:49.412371100: 295.4 W, 4.321 kW
2024-12-21T16:16:59.422744700: 285.8 W, 4.32 kW
2024-12-21T16:17:19.433746: 278 W, 4.318 kW
2024-12-21T16:17:49.471611700: 267.2 W, 4.32 kW
2024-12-21T16:18:09.487216: 257.8 W, 4.303 kW
2024-12-21T16:18:19.497796900: 248 W, 4.753 kW
2024-12-21T16:18:39.502588900: 238.8 W, 4.678 kW
2024-12-21T16:18:49.515898: 229.8 W, 4.665 kW
2024-12-21T16:19:09.528043600: 224 W, 4.398 kW
2024-12-21T16:19:19.538675800: 218.6 W, 4.404 kW
2024-12-21T16:19:39.540980600: 214.6 W, 3.941 kW
2024-12-21T16:19:49.550645900: 210.4 W, 4.21 kW
2024-12-21T16:20:09.574269: 206.8 W, 4.209 kW
2024-12-21T16:20:19.576056300: 204.2 W, 4.453 kW
2024-12-21T16:20:39.595251300: 201.2 W, 4.187 kW
2024-12-21T16:20:49.609344200: 197.8 W, 4.207 kW
2024-12-21T16:21:09.630398: 194.8 W, 4.021 kW
2024-12-21T16:21:19.640674400: 190.6 W, 3.795 kW
